1 1 491.126 138.017 455.813 394.112 194
1 2 412.955 134.65 171.991 142.744 194
1 3 428.409 312.968 414.759 136.941 194
1 4 453.899 395.435 82.6991 309.297 146
1 5 162.018 320.731 427.028 314.132 145
1 6 171.173 145.01 160.747 318.985 142
1 7 83.1865 307.391 159.743 74.9153 110
1 8 420.142 34.5354 225.303 86.1428 55
1 9 227.217 86.8473 490.133 136.294 38
1 10 177.613 75.0765 171.911 46.2151 38
1 11 173.875 44.5266 343.696 -0.15644 37
1 12 166.797 418.721 115.541 382.437 6
1 13 162.916 284.274 160.882 318.178 4
1 14 162.021 75.8787 176.915 78.4851 4
2 1 490.322 139.044 455.443 395.196 193
2 2 412.953 135.469 172.966 142.899 193
2 3 428.029 313.92 414.381 137.97 193
2 4 452.911 395.384 81.8975 309.442 145
2 5 162.031 321.191 426.008 314.31 144
2 6 171.062 143.945 161.731 302.043 141
2 7 82.9907 307.997 159.56 75.5258 109
2 8 418.873 35.5204 227.766 86.1167 54
2 9 229.204 87.9188 490.163 137.135 37
2 10 177.918 77.0175 171.763 48.0503 37
2 11 174.062 45.2352 344.783 0.177786 36
2 12 166.76 418.774 126.027 390.093 5
2 13 162.974 281.447 160.933 318.182 3
2 14 161.036 75.7907 176.904 78.5519 3
3 1 490.331 139.046 455.132 394.156 192
3 2 411.981 135.385 172.967 142.942 192
3 3 428.008 312.921 414.394 138.969 192
3 4 452.968 395.14 84.7683 310.002 144
3 5 162.031 321.144 426.002 314.063 143
3 6 171.051 143.944 161.73 302.043 140
3 7 83.6283 306.207 159.737 74.9135 108
3 8 418.858 35.4641 227.765 86.1149 53
3 9 229.195 87.9637 490.185 137.016 36
3 10 177.918 77.0175 171.763 48.0503 36
3 11 174.063 45.2373 343.848 0.423731 35
3 12 166.76 418.774 126.027 390.093 4
3 13 162.974 281.447 160.933 318.182 2
3 14 160.178 75.9492 175.089 78.471 2
4 1 489.372 139.051 454.704 394.096 191
4 2 411.955 135.622 171.982 143.45 191
4 3 427.297 312.899 413.619 137.952 191
4 4 451.005 394.98 83.6933 310.331 143
4 5 161.035 321.337 425.009 314.337 142
4 6 170.522 144.972 161.49 300.029 139
4 7 83.53 306.174 158.826 77.2718 107
4 8 420.1 35.377 225.485 87.0613 52
4 9 227.178 88.0527 489.117 137.379 35
4 10 177.19 77.7716 171.494 48.097 35
4 11 172.662 45.7149 346.719 -0.0665392 34
4 12 166.727 418.828 119.701 386.826 3
4 13 161.173 301.006 160.511 318.982 1
4 14 160.993 77.0355 175.849 79.81 1
5 1 488.293 140.04 453.797 395.108 190
5 2 410.953 136.56 172.977 144.304 190
5 3 426.558 313.956 412.808 138.937 190
5 4 451.82 395.785 82.7069 311.28 142
5 5 160.034 322.232 425.026 314.939 141
5 6 170.302 144.896 161.669 286.041 138
5 7 82.4995 307.166 158.994 76.6663 106
5 8 418.013 37.0491 225.705 87.8854 51
5 9 227.178 89.0588 488.122 138.357 34
5 10 177.014 77.9973 171.087 48.1816 34
5 11 172.923 46.7068 349.865 0.483318 33
5 12 165.324 420.218 120.468 388.54 2
6 1 487.466 141.063 453.233 395.166 189
6 2 410.953 137.464 171.992 144.729 189
6 3 426.083 313.914 412.218 139.983 189
6 4 450.968 396.141 79.4824 311.265 141
6 5 161.023 322.815 424.014 315.517 140
6 6 169.723 145.923 159.125 320.947 137
6 7 81.674 308.224 158.212 78.4036 105
6 8 417.022 38.0849 226.78 88.1659 50
6 9 228.191 89.9922 487.161 139.152 33
6 10 176.41 77.9148 170.582 49.8791 33
6 11 170.745 48.0217 355.712 -0.106394 32
6 12 166.784 421.576 133.845 399.564 1
7 1 486.391 141.919 452.395 396.187 188
7 2 410.935 137.892 170.978 145.28 188
7 3 425.282 314.898 411.472 140.962 188
7 4 449.943 396.251 82.7953 312.902 140
7 5 160.012 323.416 423.022 315.742 139
7 6 169.161 145.948 159.55 300.034 136
7 7 80.4958 309.166 158.052 77.3482 104
7 8 417.163 38.6252 224.71 88.8897 49
7 9 226.148 90.2229 486.245 139.714 32
7 10 175.257 77.1383 170.02 48.9964 32
7 11 171.94 47.766 358.628 -0.441534 31
8 1 485.205 142.027 451.78 395.103 187
8 2 406.987 138.575 169.967 145.931 187
8 3 424.494 314.96 410.369 140.97 187
8 4 449.848 396.671 79.7657 313.037 139
8 5 159.032 324.047 423.033 316.08 138
8 6 168.175 146.95 159.548 290.033 135
8 7 79.6207 309.208 157.427 77.4719 103
8 8 415.009 40.0361 221.316 90.2182 48
8 9 224.247 90.7037 485.104 140.455 31
8 10 175.173 79.9663 169.361 50.1245 31
8 11 170.937 48.7536 358.852 0.4226 30
9 1 484.466 142.062 450.804 395.107 186
9 2 407.958 138.599 169.991 145.703 186
9 3 423.817 314.934 409.784 140.937 186
9 4 448.972 396.124 79.7457 313.131 138
9 5 159.031 323.986 422.021 315.671 137
9 6 167.719 145.921 156.877 321.992 134
9 7 78.8855 309.297 156.028 79.3449 102
9 8 415.008 40.0291 222.695 89.8201 47
9 9 224.244 90.7216 484.119 140.375 30
9 10 174.57 80.7119 169.148 51.1564 30
9 11 169.725 48.9243 359.566 0.304593 29
10 1 483.523 142.069 450.001 395.133 185
10 2 405.986 138.527 167.986 145.531 185
10 3 423.117 314.91 409.15 141.988 185
